,problem,num_incontext,attempt,accuracy,source
"(36, 15.0, 3433)",15.0,9.0,36,1.0,Human Data
"(36, 16.0, 3389)",16.0,1.0,36,0.0,Human Data
"(36, 16.0, 3390)",16.0,2.0,36,1.0,Human Data
"(36, 16.0, 3391)",16.0,3.0,36,0.0,Human Data
"(36, 16.0, 3392)",16.0,4.0,36,0.0,Human Data
"(36, 16.0, 3393)",16.0,5.0,36,0.0,Human Data
"(36, 16.0, 3394)",16.0,6.0,36,1.0,Human Data
"(36, 16.0, 3395)",16.0,7.0,36,1.0,Human Data
"(36, 16.0, 3396)",16.0,8.0,36,1.0,Human Data
"(36, 16.0, 3397)",16.0,9.0,36,0.0,Human Data
"(36, 17.0, 3380)",17.0,1.0,36,0.0,Human Data
"(36, 17.0, 3381)",17.0,2.0,36,0.0,Human Data
"(36, 17.0, 3382)",17.0,3.0,36,0.0,Human Data
"(36, 17.0, 3383)",17.0,4.0,36,1.0,Human Data
"(36, 17.0, 3384)",17.0,5.0,36,1.0,Human Data
"(36, 17.0, 3385)",17.0,6.0,36,0.0,Human Data
"(36, 17.0, 3386)",17.0,7.0,36,1.0,Human Data
"(36, 17.0, 3387)",17.0,8.0,36,1.0,Human Data
"(36, 17.0, 3388)",17.0,9.0,36,0.0,Human Data
"(36, 18.0, 3442)",18.0,1.0,36,1.0,Human Data
"(36, 18.0, 3443)",18.0,2.0,36,1.0,Human Data
"(36, 18.0, 3444)",18.0,3.0,36,1.0,Human Data
"(36, 18.0, 3445)",18.0,4.0,36,1.0,Human Data
"(36, 18.0, 3446)",18.0,5.0,36,0.0,Human Data
"(36, 18.0, 3447)",18.0,6.0,36,0.0,Human Data
"(36, 18.0, 3448)",18.0,7.0,36,0.0,Human Data
"(36, 18.0, 3449)",18.0,8.0,36,1.0,Human Data
"(36, 18.0, 3450)",18.0,9.0,36,1.0,Human Data
"(36, 19.0, 3451)",19.0,1.0,36,1.0,Human Data
"(36, 19.0, 3452)",19.0,2.0,36,1.0,Human Data
"(36, 19.0, 3453)",19.0,3.0,36,1.0,Human Data
"(36, 19.0, 3454)",19.0,4.0,36,1.0,Human Data
"(36, 19.0, 3455)",19.0,5.0,36,1.0,Human Data
"(36, 19.0, 3456)",19.0,6.0,36,1.0,Human Data
"(36, 19.0, 3457)",19.0,7.0,36,1.0,Human Data
"(36, 19.0, 7)",19.0,8.0,36,1.0,Human Data
"(36, 19.0, 8)",19.0,9.0,36,1.0,Human Data
"(36, 20.0, 3458)",20.0,1.0,36,0.0,Human Data
"(36, 20.0, 3459)",20.0,2.0,36,0.0,Human Data
"(36, 20.0, 3460)",20.0,3.0,36,1.0,Human Data
"(36, 20.0, 3461)",20.0,4.0,36,1.0,Human Data
"(36, 20.0, 3462)",20.0,5.0,36,1.0,Human Data
"(36, 20.0, 3463)",20.0,6.0,36,1.0,Human Data
"(36, 20.0, 3464)",20.0,7.0,36,1.0,Human Data
"(36, 20.0, 3465)",20.0,8.0,36,1.0,Human Data
"(36, 20.0, 3466)",20.0,9.0,36,1.0,Human Data
"(36, 21.0, 3527)",21.0,1.0,36,1.0,Human Data
"(36, 21.0, 3528)",21.0,2.0,36,1.0,Human Data
"(36, 21.0, 3529)",21.0,3.0,36,0.0,Human Data
"(36, 21.0, 3530)",21.0,4.0,36,1.0,Human Data
"(36, 21.0, 3531)",21.0,5.0,36,0.0,Human Data
"(36, 21.0, 3532)",21.0,6.0,36,1.0,Human Data
"(36, 21.0, 3533)",21.0,7.0,36,1.0,Human Data
"(36, 21.0, 3534)",21.0,8.0,36,1.0,Human Data
"(36, 21.0, 3535)",21.0,9.0,36,1.0,Human Data
"(36, 22.0, 3373)",22.0,1.0,36,1.0,Human Data
"(36, 22.0, 3374)",22.0,2.0,36,1.0,Human Data
"(36, 22.0, 3375)",22.0,3.0,36,1.0,Human Data
"(36, 22.0, 3376)",22.0,4.0,36,1.0,Human Data
"(36, 22.0, 3377)",22.0,5.0,36,1.0,Human Data
"(36, 22.0, 3378)",22.0,6.0,36,1.0,Human Data
"(36, 22.0, 3379)",22.0,7.0,36,1.0,Human Data
"(36, 22.0, 7)",22.0,8.0,36,1.0,Human Data
"(36, 22.0, 8)",22.0,9.0,36,1.0,Human Data
"(36, 23.0, 3500)",23.0,1.0,36,0.0,Human Data
"(36, 23.0, 3501)",23.0,2.0,36,0.0,Human Data
"(36, 23.0, 3502)",23.0,3.0,36,0.0,Human Data
"(36, 23.0, 3503)",23.0,4.0,36,1.0,Human Data
"(36, 23.0, 3504)",23.0,5.0,36,1.0,Human Data
"(36, 23.0, 3505)",23.0,6.0,36,1.0,Human Data
"(36, 23.0, 3506)",23.0,7.0,36,1.0,Human Data
"(36, 23.0, 3507)",23.0,8.0,36,1.0,Human Data
"(36, 23.0, 3508)",23.0,9.0,36,1.0,Human Data
"(40, 1.0, 3633)",1.0,1.0,40,1.0,Human Data
"(40, 1.0, 3634)",1.0,2.0,40,1.0,Human Data
"(40, 1.0, 3635)",1.0,3.0,40,1.0,Human Data
"(40, 1.0, 3636)",1.0,4.0,40,0.0,Human Data
"(40, 1.0, 3637)",1.0,5.0,40,0.0,Human Data
"(40, 1.0, 3638)",1.0,6.0,40,1.0,Human Data
"(40, 1.0, 3639)",1.0,7.0,40,0.0,Human Data
"(40, 1.0, 3640)",1.0,8.0,40,0.0,Human Data
"(40, 1.0, 3641)",1.0,9.0,40,1.0,Human Data
"(40, 2.0, 3615)",2.0,1.0,40,1.0,Human Data
"(40, 2.0, 3616)",2.0,2.0,40,1.0,Human Data
"(40, 2.0, 3617)",2.0,3.0,40,0.0,Human Data
"(40, 2.0, 3618)",2.0,4.0,40,1.0,Human Data
"(40, 2.0, 3619)",2.0,5.0,40,1.0,Human Data
"(40, 2.0, 3620)",2.0,6.0,40,0.0,Human Data
"(40, 2.0, 3621)",2.0,7.0,40,0.0,Human Data
"(40, 2.0, 3622)",2.0,8.0,40,0.0,Human Data
"(40, 2.0, 3623)",2.0,9.0,40,1.0,Human Data
"(40, 3.0, 3651)",3.0,1.0,40,1.0,Human Data
"(40, 3.0, 3652)",3.0,2.0,40,0.0,Human Data
"(40, 3.0, 3653)",3.0,3.0,40,0.0,Human Data
"(40, 3.0, 3654)",3.0,4.0,40,1.0,Human Data
"(40, 3.0, 3655)",3.0,5.0,40,1.0,Human Data
"(40, 3.0, 3656)",3.0,6.0,40,0.0,Human Data
"(40, 3.0, 3657)",3.0,7.0,40,0.0,Human Data
"(40, 3.0, 3658)",3.0,8.0,40,1.0,Human Data
"(40, 3.0, 3659)",3.0,9.0,40,0.0,Human Data
"(40, 4.0, 3705)",4.0,1.0,40,0.0,Human Data
"(40, 4.0, 3706)",4.0,2.0,40,1.0,Human Data
"(40, 4.0, 3707)",4.0,3.0,40,1.0,Human Data
"(40, 4.0, 3708)",4.0,4.0,40,1.0,Human Data
"(40, 4.0, 3709)",4.0,5.0,40,1.0,Human Data
"(40, 4.0, 3710)",4.0,6.0,40,1.0,Human Data
"(40, 4.0, 3711)",4.0,7.0,40,1.0,Human Data
"(40, 4.0, 3712)",4.0,8.0,40,1.0,Human Data
"(40, 4.0, 8)",4.0,9.0,40,1.0,Human Data
"(40, 5.0, 3545)",5.0,1.0,40,0.0,Human Data
"(40, 5.0, 3546)",5.0,2.0,40,0.0,Human Data
"(40, 5.0, 3547)",5.0,3.0,40,0.0,Human Data
"(40, 5.0, 3548)",5.0,4.0,40,0.0,Human Data
"(40, 5.0, 3549)",5.0,5.0,40,1.0,Human Data
"(40, 5.0, 3550)",5.0,6.0,40,1.0,Human Data
"(40, 5.0, 3551)",5.0,7.0,40,0.0,Human Data
"(40, 5.0, 3552)",5.0,8.0,40,1.0,Human Data
"(40, 5.0, 3553)",5.0,9.0,40,1.0,Human Data
"(40, 6.0, 3722)",6.0,1.0,40,1.0,Human Data
"(40, 6.0, 3723)",6.0,2.0,40,1.0,Human Data
"(40, 6.0, 3724)",6.0,3.0,40,0.0,Human Data
"(40, 6.0, 3725)",6.0,4.0,40,0.0,Human Data
"(40, 6.0, 3726)",6.0,5.0,40,0.0,Human Data
"(40, 6.0, 3727)",6.0,6.0,40,1.0,Human Data
"(40, 6.0, 3728)",6.0,7.0,40,1.0,Human Data
"(40, 6.0, 3729)",6.0,8.0,40,1.0,Human Data
"(40, 6.0, 3730)",6.0,9.0,40,0.0,Human Data
"(40, 7.0, 3597)",7.0,1.0,40,1.0,Human Data
"(40, 7.0, 3598)",7.0,2.0,40,1.0,Human Data
"(40, 7.0, 3599)",7.0,3.0,40,1.0,Human Data
"(40, 7.0, 3600)",7.0,4.0,40,1.0,Human Data
"(40, 7.0, 3601)",7.0,5.0,40,1.0,Human Data
"(40, 7.0, 3602)",7.0,6.0,40,1.0,Human Data
"(40, 7.0, 3603)",7.0,7.0,40,0.0,Human Data
"(40, 7.0, 3604)",7.0,8.0,40,1.0,Human Data
"(40, 7.0, 3605)",7.0,9.0,40,0.0,Human Data
"(40, 8.0, 3731)",8.0,1.0,40,1.0,Human Data
"(40, 8.0, 3732)",8.0,2.0,40,1.0,Human Data
"(40, 8.0, 3733)",8.0,3.0,40,1.0,Human Data
"(40, 8.0, 3734)",8.0,4.0,40,1.0,Human Data
"(40, 8.0, 3735)",8.0,5.0,40,1.0,Human Data
"(40, 8.0, 3736)",8.0,6.0,40,1.0,Human Data
"(40, 8.0, 3737)",8.0,7.0,40,1.0,Human Data
"(40, 8.0, 7)",8.0,8.0,40,1.0,Human Data
"(40, 8.0, 8)",8.0,9.0,40,1.0,Human Data
"(40, 9.0, 3642)",9.0,1.0,40,1.0,Human Data
"(40, 9.0, 3643)",9.0,2.0,40,1.0,Human Data
"(40, 9.0, 3644)",9.0,3.0,40,1.0,Human Data
"(40, 9.0, 3645)",9.0,4.0,40,1.0,Human Data
"(40, 9.0, 3646)",9.0,5.0,40,1.0,Human Data
"(40, 9.0, 3647)",9.0,6.0,40,0.0,Human Data
"(40, 9.0, 3648)",9.0,7.0,40,1.0,Human Data
"(40, 9.0, 3649)",9.0,8.0,40,1.0,Human Data
"(40, 9.0, 3650)",9.0,9.0,40,0.0,Human Data
"(40, 10.0, 3572)",10.0,1.0,40,0.0,Human Data
"(40, 10.0, 3573)",10.0,2.0,40,1.0,Human Data
"(40, 10.0, 3574)",10.0,3.0,40,1.0,Human Data
"(40, 10.0, 3575)",10.0,4.0,40,1.0,Human Data
"(40, 10.0, 3576)",10.0,5.0,40,1.0,Human Data
"(40, 10.0, 3577)",10.0,6.0,40,1.0,Human Data
"(40, 10.0, 3578)",10.0,7.0,40,1.0,Human Data
"(40, 10.0, 3579)",10.0,8.0,40,1.0,Human Data
"(40, 10.0, 8)",10.0,9.0,40,1.0,Human Data
"(40, 11.0, 3580)",11.0,1.0,40,0.0,Human Data
"(40, 11.0, 3581)",11.0,2.0,40,1.0,Human Data
"(40, 11.0, 3582)",11.0,3.0,40,1.0,Human Data
"(40, 11.0, 3583)",11.0,4.0,40,1.0,Human Data
"(40, 11.0, 3584)",11.0,5.0,40,1.0,Human Data
"(40, 11.0, 3585)",11.0,6.0,40,1.0,Human Data
"(40, 11.0, 3586)",11.0,7.0,40,1.0,Human Data
"(40, 11.0, 3587)",11.0,8.0,40,1.0,Human Data
"(40, 11.0, 8)",11.0,9.0,40,1.0,Human Data
"(40, 12.0, 3696)",12.0,1.0,40,0.0,Human Data
"(40, 12.0, 3697)",12.0,2.0,40,0.0,Human Data
"(40, 12.0, 3698)",12.0,3.0,40,1.0,Human Data
"(40, 12.0, 3699)",12.0,4.0,40,0.0,Human Data
"(40, 12.0, 3700)",12.0,5.0,40,1.0,Human Data
"(40, 12.0, 3701)",12.0,6.0,40,1.0,Human Data
"(40, 12.0, 3702)",12.0,7.0,40,1.0,Human Data
"(40, 12.0, 3703)",12.0,8.0,40,1.0,Human Data
"(40, 12.0, 3704)",12.0,9.0,40,1.0,Human Data
"(40, 13.0, 3563)",13.0,1.0,40,1.0,Human Data
"(40, 13.0, 3564)",13.0,2.0,40,1.0,Human Data
"(40, 13.0, 3565)",13.0,3.0,40,1.0,Human Data
"(40, 13.0, 3566)",13.0,4.0,40,0.0,Human Data
"(40, 13.0, 3567)",13.0,5.0,40,1.0,Human Data
"(40, 13.0, 3568)",13.0,6.0,40,1.0,Human Data
"(40, 13.0, 3569)",13.0,7.0,40,1.0,Human Data
"(40, 13.0, 3570)",13.0,8.0,40,1.0,Human Data
"(40, 13.0, 3571)",13.0,9.0,40,1.0,Human Data
"(40, 14.0, 3624)",14.0,1.0,40,0.0,Human Data
"(40, 14.0, 3625)",14.0,2.0,40,1.0,Human Data
"(40, 14.0, 3626)",14.0,3.0,40,1.0,Human Data
"(40, 14.0, 3627)",14.0,4.0,40,0.0,Human Data
"(40, 14.0, 3628)",14.0,5.0,40,0.0,Human Data
"(40, 14.0, 3629)",14.0,6.0,40,1.0,Human Data
"(40, 14.0, 3630)",14.0,7.0,40,0.0,Human Data
"(40, 14.0, 3631)",14.0,8.0,40,1.0,Human Data
"(40, 14.0, 3632)",14.0,9.0,40,1.0,Human Data
"(40, 15.0, 3588)",15.0,1.0,40,1.0,Human Data
"(40, 15.0, 3589)",15.0,2.0,40,0.0,Human Data
"(40, 15.0, 3590)",15.0,3.0,40,1.0,Human Data
"(40, 15.0, 3591)",15.0,4.0,40,1.0,Human Data
"(40, 15.0, 3592)",15.0,5.0,40,1.0,Human Data
"(40, 15.0, 3593)",15.0,6.0,40,1.0,Human Data
"(40, 15.0, 3594)",15.0,7.0,40,1.0,Human Data
"(40, 15.0, 3595)",15.0,8.0,40,1.0,Human Data
"(40, 15.0, 3596)",15.0,9.0,40,1.0,Human Data
"(40, 16.0, 3687)",16.0,1.0,40,0.0,Human Data
"(40, 16.0, 3688)",16.0,2.0,40,0.0,Human Data
"(40, 16.0, 3689)",16.0,3.0,40,0.0,Human Data
"(40, 16.0, 3690)",16.0,4.0,40,1.0,Human Data
"(40, 16.0, 3691)",16.0,5.0,40,0.0,Human Data
"(40, 16.0, 3692)",16.0,6.0,40,0.0,Human Data
"(40, 16.0, 3693)",16.0,7.0,40,1.0,Human Data
"(40, 16.0, 3694)",16.0,8.0,40,1.0,Human Data
"(40, 16.0, 3695)",16.0,9.0,40,0.0,Human Data
"(40, 17.0, 3669)",17.0,1.0,40,1.0,Human Data
"(40, 17.0, 3670)",17.0,2.0,40,1.0,Human Data
"(40, 17.0, 3671)",17.0,3.0,40,0.0,Human Data
"(40, 17.0, 3672)",17.0,4.0,40,1.0,Human Data
"(40, 17.0, 3673)",17.0,5.0,40,1.0,Human Data
"(40, 17.0, 3674)",17.0,6.0,40,1.0,Human Data
"(40, 17.0, 3675)",17.0,7.0,40,1.0,Human Data
"(40, 17.0, 3676)",17.0,8.0,40,0.0,Human Data
"(40, 17.0, 3677)",17.0,9.0,40,1.0,Human Data
"(40, 18.0, 3536)",18.0,1.0,40,1.0,Human Data
"(40, 18.0, 3537)",18.0,2.0,40,1.0,Human Data
"(40, 18.0, 3538)",18.0,3.0,40,0.0,Human Data
"(40, 18.0, 3539)",18.0,4.0,40,1.0,Human Data
"(40, 18.0, 3540)",18.0,5.0,40,1.0,Human Data
"(40, 18.0, 3541)",18.0,6.0,40,1.0,Human Data
"(40, 18.0, 3542)",18.0,7.0,40,1.0,Human Data
"(40, 18.0, 3543)",18.0,8.0,40,0.0,Human Data
"(40, 18.0, 3544)",18.0,9.0,40,0.0,Human Data
"(40, 19.0, 3660)",19.0,1.0,40,0.0,Human Data
"(40, 19.0, 3661)",19.0,2.0,40,0.0,Human Data
"(40, 19.0, 3662)",19.0,3.0,40,0.0,Human Data
"(40, 19.0, 3663)",19.0,4.0,40,0.0,Human Data
"(40, 19.0, 3664)",19.0,5.0,40,1.0,Human Data
"(40, 19.0, 3665)",19.0,6.0,40,0.0,Human Data
"(40, 19.0, 3666)",19.0,7.0,40,1.0,Human Data
"(40, 19.0, 3667)",19.0,8.0,40,0.0,Human Data
"(40, 19.0, 3668)",19.0,9.0,40,1.0,Human Data
"(40, 20.0, 3713)",20.0,1.0,40,0.0,Human Data
"(40, 20.0, 3714)",20.0,2.0,40,1.0,Human Data
"(40, 20.0, 3715)",20.0,3.0,40,1.0,Human Data
"(40, 20.0, 3716)",20.0,4.0,40,0.0,Human Data
"(40, 20.0, 3717)",20.0,5.0,40,0.0,Human Data
"(40, 20.0, 3718)",20.0,6.0,40,0.0,Human Data
"(40, 20.0, 3719)",20.0,7.0,40,1.0,Human Data
"(40, 20.0, 3720)",20.0,8.0,40,1.0,Human Data
"(40, 20.0, 3721)",20.0,9.0,40,1.0,Human Data
"(40, 21.0, 3606)",21.0,1.0,40,0.0,Human Data
"(40, 21.0, 3607)",21.0,2.0,40,1.0,Human Data
"(40, 21.0, 3608)",21.0,3.0,40,1.0,Human Data
"(40, 21.0, 3609)",21.0,4.0,40,0.0,Human Data
"(40, 21.0, 3610)",21.0,5.0,40,0.0,Human Data
"(40, 21.0, 3611)",21.0,6.0,40,1.0,Human Data
"(40, 21.0, 3612)",21.0,7.0,40,1.0,Human Data
"(40, 21.0, 3613)",21.0,8.0,40,1.0,Human Data
"(40, 21.0, 3614)",21.0,9.0,40,0.0,Human Data
"(40, 22.0, 3678)",22.0,1.0,40,1.0,Human Data
"(40, 22.0, 3679)",22.0,2.0,40,0.0,Human Data
"(40, 22.0, 3680)",22.0,3.0,40,1.0,Human Data
"(40, 22.0, 3681)",22.0,4.0,40,0.0,Human Data
"(40, 22.0, 3682)",22.0,5.0,40,0.0,Human Data
"(40, 22.0, 3683)",22.0,6.0,40,1.0,Human Data
"(40, 22.0, 3684)",22.0,7.0,40,1.0,Human Data
"(40, 22.0, 3685)",22.0,8.0,40,0.0,Human Data
"(40, 22.0, 3686)",22.0,9.0,40,1.0,Human Data
"(40, 23.0, 3554)",23.0,1.0,40,0.0,Human Data
"(40, 23.0, 3555)",23.0,2.0,40,1.0,Human Data
"(40, 23.0, 3556)",23.0,3.0,40,0.0,Human Data
"(40, 23.0, 3557)",23.0,4.0,40,1.0,Human Data
"(40, 23.0, 3558)",23.0,5.0,40,1.0,Human Data
"(40, 23.0, 3559)",23.0,6.0,40,1.0,Human Data
"(40, 23.0, 3560)",23.0,7.0,40,1.0,Human Data
"(40, 23.0, 3561)",23.0,8.0,40,1.0,Human Data
"(40, 23.0, 3562)",23.0,9.0,40,1.0,Human Data
"(44, 1.0, 3860)",1.0,1.0,44,0.0,Human Data
"(44, 1.0, 3861)",1.0,2.0,44,1.0,Human Data
"(44, 1.0, 3862)",1.0,3.0,44,1.0,Human Data
"(44, 1.0, 3863)",1.0,4.0,44,1.0,Human Data
"(44, 1.0, 3864)",1.0,5.0,44,1.0,Human Data
"(44, 1.0, 3865)",1.0,6.0,44,1.0,Human Data
"(44, 1.0, 3866)",1.0,7.0,44,1.0,Human Data
"(44, 1.0, 3867)",1.0,8.0,44,1.0,Human Data
"(44, 1.0, 8)",1.0,9.0,44,1.0,Human Data
"(44, 2.0, 3754)",2.0,1.0,44,0.0,Human Data
"(44, 2.0, 3755)",2.0,2.0,44,0.0,Human Data
"(44, 2.0, 3756)",2.0,3.0,44,1.0,Human Data
"(44, 2.0, 3757)",2.0,4.0,44,0.0,Human Data
"(44, 2.0, 3758)",2.0,5.0,44,1.0,Human Data
"(44, 2.0, 3759)",2.0,6.0,44,1.0,Human Data
"(44, 2.0, 3760)",2.0,7.0,44,1.0,Human Data
"(44, 2.0, 3761)",2.0,8.0,44,1.0,Human Data
"(44, 2.0, 3762)",2.0,9.0,44,1.0,Human Data
"(44, 3.0, 3894)",3.0,1.0,44,0.0,Human Data
"(44, 3.0, 3895)",3.0,2.0,44,1.0,Human Data
"(44, 3.0, 3896)",3.0,3.0,44,1.0,Human Data
"(44, 3.0, 3897)",3.0,4.0,44,1.0,Human Data
"(44, 3.0, 3898)",3.0,5.0,44,1.0,Human Data
"(44, 3.0, 3899)",3.0,6.0,44,1.0,Human Data
"(44, 3.0, 3900)",3.0,7.0,44,1.0,Human Data
"(44, 3.0, 3901)",3.0,8.0,44,1.0,Human Data
"(44, 3.0, 8)",3.0,9.0,44,1.0,Human Data
"(44, 4.0, 3799)",4.0,1.0,44,1.0,Human Data
"(44, 4.0, 3800)",4.0,2.0,44,1.0,Human Data
"(44, 4.0, 3801)",4.0,3.0,44,1.0,Human Data
"(44, 4.0, 3802)",4.0,4.0,44,1.0,Human Data
"(44, 4.0, 3803)",4.0,5.0,44,1.0,Human Data
"(44, 4.0, 3804)",4.0,6.0,44,1.0,Human Data
"(44, 4.0, 3805)",4.0,7.0,44,1.0,Human Data
"(44, 4.0, 7)",4.0,8.0,44,1.0,Human Data
"(44, 4.0, 8)",4.0,9.0,44,1.0,Human Data
"(44, 5.0, 3806)",5.0,1.0,44,0.0,Human Data
"(44, 5.0, 3807)",5.0,2.0,44,1.0,Human Data
"(44, 5.0, 3808)",5.0,3.0,44,1.0,Human Data
"(44, 5.0, 3809)",5.0,4.0,44,1.0,Human Data
"(44, 5.0, 3810)",5.0,5.0,44,1.0,Human Data
"(44, 5.0, 3811)",5.0,6.0,44,0.0,Human Data
"(44, 5.0, 3812)",5.0,7.0,44,1.0,Human Data
"(44, 5.0, 3813)",5.0,8.0,44,0.0,Human Data
"(44, 5.0, 3814)",5.0,9.0,44,1.0,Human Data
"(44, 6.0, 3851)",6.0,1.0,44,1.0,Human Data
"(44, 6.0, 3852)",6.0,2.0,44,0.0,Human Data
"(44, 6.0, 3853)",6.0,3.0,44,1.0,Human Data
"(44, 6.0, 3854)",6.0,4.0,44,1.0,Human Data
"(44, 6.0, 3855)",6.0,5.0,44,0.0,Human Data
"(44, 6.0, 3856)",6.0,6.0,44,0.0,Human Data
"(44, 6.0, 3857)",6.0,7.0,44,1.0,Human Data
"(44, 6.0, 3858)",6.0,8.0,44,0.0,Human Data
"(44, 6.0, 3859)",6.0,9.0,44,0.0,Human Data
"(44, 7.0, 3842)",7.0,1.0,44,1.0,Human Data
"(44, 7.0, 3843)",7.0,2.0,44,1.0,Human Data
"(44, 7.0, 3844)",7.0,3.0,44,0.0,Human Data
"(44, 7.0, 3845)",7.0,4.0,44,1.0,Human Data
"(44, 7.0, 3846)",7.0,5.0,44,1.0,Human Data
"(44, 7.0, 3847)",7.0,6.0,44,1.0,Human Data
"(44, 7.0, 3848)",7.0,7.0,44,1.0,Human Data
"(44, 7.0, 3849)",7.0,8.0,44,1.0,Human Data
"(44, 7.0, 3850)",7.0,9.0,44,1.0,Human Data
"(44, 8.0, 3886)",8.0,1.0,44,0.0,Human Data
"(44, 8.0, 3887)",8.0,2.0,44,1.0,Human Data
"(44, 8.0, 3888)",8.0,3.0,44,1.0,Human Data
"(44, 8.0, 3889)",8.0,4.0,44,1.0,Human Data
"(44, 8.0, 3890)",8.0,5.0,44,1.0,Human Data
"(44, 8.0, 3891)",8.0,6.0,44,1.0,Human Data
"(44, 8.0, 3892)",8.0,7.0,44,1.0,Human Data
"(44, 8.0, 3893)",8.0,8.0,44,1.0,Human Data
"(44, 8.0, 8)",8.0,9.0,44,1.0,Human Data
"(44, 9.0, 3902)",9.0,1.0,44,1.0,Human Data
"(44, 9.0, 3903)",9.0,2.0,44,1.0,Human Data
"(44, 9.0, 3904)",9.0,3.0,44,1.0,Human Data
"(44, 9.0, 3905)",9.0,4.0,44,1.0,Human Data
"(44, 9.0, 3906)",9.0,5.0,44,1.0,Human Data
"(44, 9.0, 3907)",9.0,6.0,44,0.0,Human Data
"(44, 9.0, 3908)",9.0,7.0,44,1.0,Human Data
"(44, 9.0, 3909)",9.0,8.0,44,1.0,Human Data
"(44, 9.0, 3910)",9.0,9.0,44,1.0,Human Data
"(44, 10.0, 3790)",10.0,1.0,44,1.0,Human Data
"(44, 10.0, 3791)",10.0,2.0,44,1.0,Human Data
"(44, 10.0, 3792)",10.0,3.0,44,1.0,Human Data
"(44, 10.0, 3793)",10.0,4.0,44,1.0,Human Data
"(44, 10.0, 3794)",10.0,5.0,44,1.0,Human Data
"(44, 10.0, 3795)",10.0,6.0,44,1.0,Human Data
"(44, 10.0, 3796)",10.0,7.0,44,0.0,Human Data
"(44, 10.0, 3797)",10.0,8.0,44,1.0,Human Data
"(44, 10.0, 3798)",10.0,9.0,44,1.0,Human Data
"(44, 11.0, 3738)",11.0,1.0,44,0.0,Human Data
"(44, 11.0, 3739)",11.0,2.0,44,1.0,Human Data
"(44, 11.0, 3740)",11.0,3.0,44,1.0,Human Data
"(44, 11.0, 3741)",11.0,4.0,44,1.0,Human Data
"(44, 11.0, 3742)",11.0,5.0,44,1.0,Human Data
"(44, 11.0, 3743)",11.0,6.0,44,1.0,Human Data
"(44, 11.0, 3744)",11.0,7.0,44,1.0,Human Data
"(44, 11.0, 3745)",11.0,8.0,44,1.0,Human Data
"(44, 11.0, 8)",11.0,9.0,44,1.0,Human Data
"(44, 12.0, 3877)",12.0,1.0,44,0.0,Human Data
"(44, 12.0, 3878)",12.0,2.0,44,1.0,Human Data
"(44, 12.0, 3879)",12.0,3.0,44,1.0,Human Data
"(44, 12.0, 3880)",12.0,4.0,44,1.0,Human Data
"(44, 12.0, 3881)",12.0,5.0,44,1.0,Human Data
"(44, 12.0, 3882)",12.0,6.0,44,0.0,Human Data
"(44, 12.0, 3883)",12.0,7.0,44,0.0,Human Data
"(44, 12.0, 3884)",12.0,8.0,44,1.0,Human Data
"(44, 12.0, 3885)",12.0,9.0,44,1.0,Human Data
"(44, 13.0, 3824)",13.0,1.0,44,1.0,Human Data
"(44, 13.0, 3825)",13.0,2.0,44,1.0,Human Data
"(44, 13.0, 3826)",13.0,3.0,44,1.0,Human Data
"(44, 13.0, 3827)",13.0,4.0,44,1.0,Human Data
"(44, 13.0, 3828)",13.0,5.0,44,1.0,Human Data
"(44, 13.0, 3829)",13.0,6.0,44,1.0,Human Data
"(44, 13.0, 3830)",13.0,7.0,44,0.0,Human Data
"(44, 13.0, 3831)",13.0,8.0,44,0.0,Human Data
"(44, 13.0, 3832)",13.0,9.0,44,1.0,Human Data
"(44, 14.0, 3781)",14.0,1.0,44,1.0,Human Data
"(44, 14.0, 3782)",14.0,2.0,44,0.0,Human Data
"(44, 14.0, 3783)",14.0,3.0,44,1.0,Human Data
"(44, 14.0, 3784)",14.0,4.0,44,1.0,Human Data
"(44, 14.0, 3785)",14.0,5.0,44,1.0,Human Data
"(44, 14.0, 3786)",14.0,6.0,44,1.0,Human Data
"(44, 14.0, 3787)",14.0,7.0,44,1.0,Human Data
"(44, 14.0, 3788)",14.0,8.0,44,1.0,Human Data
"(44, 14.0, 3789)",14.0,9.0,44,1.0,Human Data
"(44, 15.0, 3746)",15.0,1.0,44,0.0,Human Data
"(44, 15.0, 3747)",15.0,2.0,44,1.0,Human Data
"(44, 15.0, 3748)",15.0,3.0,44,1.0,Human Data
"(44, 15.0, 3749)",15.0,4.0,44,1.0,Human Data
"(44, 15.0, 3750)",15.0,5.0,44,1.0,Human Data
"(44, 15.0, 3751)",15.0,6.0,44,1.0,Human Data
"(44, 15.0, 3752)",15.0,7.0,44,1.0,Human Data
"(44, 15.0, 3753)",15.0,8.0,44,1.0,Human Data
"(44, 15.0, 8)",15.0,9.0,44,1.0,Human Data
"(44, 16.0, 3772)",16.0,1.0,44,1.0,Human Data
"(44, 16.0, 3773)",16.0,2.0,44,1.0,Human Data
"(44, 16.0, 3774)",16.0,3.0,44,0.0,Human Data
"(44, 16.0, 3775)",16.0,4.0,44,1.0,Human Data
"(44, 16.0, 3776)",16.0,5.0,44,1.0,Human Data
"(44, 16.0, 3777)",16.0,6.0,44,1.0,Human Data
"(44, 16.0, 3778)",16.0,7.0,44,0.0,Human Data
"(44, 16.0, 3779)",16.0,8.0,44,0.0,Human Data
"(44, 16.0, 3780)",16.0,9.0,44,0.0,Human Data
