,problem,num_incontext,attempt,accuracy,agent,cot,num_objects
1590,18.0,7.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,6
1591,18.0,7.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,6
1592,18.0,7.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,6
1593,18.0,7.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,6
1594,18.0,7.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,6
1595,18.0,7.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,6
1596,18.0,7.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,6
1597,18.0,7.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,6
1598,18.0,7.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,6
1599,18.0,7.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,6
1600,18.0,8.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,6
1601,18.0,8.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,6
1602,18.0,8.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,6
1603,18.0,8.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,6
1604,18.0,8.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,6
1605,18.0,8.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,6
1606,18.0,8.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,6
1607,18.0,8.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,6
1608,18.0,8.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,6
1609,18.0,8.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,6
1610,18.0,9.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,6
1611,18.0,9.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,6
1612,18.0,9.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,6
1613,18.0,9.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,6
1614,18.0,9.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,6
1615,18.0,9.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,6
1616,18.0,9.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,6
1617,18.0,9.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,6
1618,18.0,9.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,6
1619,18.0,9.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,6
1620,19.0,1.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1621,19.0,1.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1622,19.0,1.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1623,19.0,1.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1624,19.0,1.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1625,19.0,1.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1626,19.0,1.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1627,19.0,1.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1628,19.0,1.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1629,19.0,1.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1630,19.0,2.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1631,19.0,2.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1632,19.0,2.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1633,19.0,2.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1634,19.0,2.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1635,19.0,2.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1636,19.0,2.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1637,19.0,2.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1638,19.0,2.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1639,19.0,2.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1640,19.0,3.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1641,19.0,3.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1642,19.0,3.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1643,19.0,3.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1644,19.0,3.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1645,19.0,3.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1646,19.0,3.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1647,19.0,3.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1648,19.0,3.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1649,19.0,3.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1650,19.0,4.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1651,19.0,4.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1652,19.0,4.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1653,19.0,4.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1654,19.0,4.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1655,19.0,4.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1656,19.0,4.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1657,19.0,4.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1658,19.0,4.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1659,19.0,4.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1660,19.0,5.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1661,19.0,5.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1662,19.0,5.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1663,19.0,5.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1664,19.0,5.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1665,19.0,5.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1666,19.0,5.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1667,19.0,5.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1668,19.0,5.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1669,19.0,5.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1670,19.0,6.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1671,19.0,6.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1672,19.0,6.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1673,19.0,6.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1674,19.0,6.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1675,19.0,6.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1676,19.0,6.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1677,19.0,6.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1678,19.0,6.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1679,19.0,6.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1680,19.0,7.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1681,19.0,7.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1682,19.0,7.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1683,19.0,7.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1684,19.0,7.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,2
1685,19.0,7.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1686,19.0,7.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1687,19.0,7.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1688,19.0,7.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1689,19.0,7.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1690,19.0,8.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1691,19.0,8.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1692,19.0,8.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1693,19.0,8.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1694,19.0,8.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1695,19.0,8.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1696,19.0,8.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1697,19.0,8.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1698,19.0,8.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1699,19.0,8.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1700,19.0,9.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1701,19.0,9.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1702,19.0,9.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1703,19.0,9.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1704,19.0,9.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,2
1705,19.0,9.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1706,19.0,9.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1707,19.0,9.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1708,19.0,9.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1709,19.0,9.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1710,20.0,1.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1711,20.0,1.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1712,20.0,1.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1713,20.0,1.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1714,20.0,1.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,2
1715,20.0,1.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1716,20.0,1.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1717,20.0,1.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1718,20.0,1.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1719,20.0,1.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1720,20.0,2.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1721,20.0,2.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1722,20.0,2.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1723,20.0,2.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1724,20.0,2.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,2
1725,20.0,2.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1726,20.0,2.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1727,20.0,2.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1728,20.0,2.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1729,20.0,2.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1730,20.0,3.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1731,20.0,3.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1732,20.0,3.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1733,20.0,3.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1734,20.0,3.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1735,20.0,3.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1736,20.0,3.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1737,20.0,3.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1738,20.0,3.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1739,20.0,3.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1740,20.0,4.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1741,20.0,4.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1742,20.0,4.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1743,20.0,4.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1744,20.0,4.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1745,20.0,4.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1746,20.0,4.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1747,20.0,4.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1748,20.0,4.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1749,20.0,4.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1750,20.0,5.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1751,20.0,5.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1752,20.0,5.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1753,20.0,5.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1754,20.0,5.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,2
1755,20.0,5.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1756,20.0,5.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1757,20.0,5.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1758,20.0,5.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1759,20.0,5.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1760,20.0,6.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1761,20.0,6.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1762,20.0,6.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1763,20.0,6.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1764,20.0,6.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1765,20.0,6.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1766,20.0,6.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1767,20.0,6.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1768,20.0,6.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1769,20.0,6.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1770,20.0,7.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1771,20.0,7.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1772,20.0,7.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1773,20.0,7.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1774,20.0,7.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,2
1775,20.0,7.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1776,20.0,7.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1777,20.0,7.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1778,20.0,7.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1779,20.0,7.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1780,20.0,8.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1781,20.0,8.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1782,20.0,8.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1783,20.0,8.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1784,20.0,8.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1785,20.0,8.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1786,20.0,8.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1787,20.0,8.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1788,20.0,8.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1789,20.0,8.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1790,20.0,9.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1791,20.0,9.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1792,20.0,9.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1793,20.0,9.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1794,20.0,9.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1795,20.0,9.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1796,20.0,9.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1797,20.0,9.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1798,20.0,9.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1799,20.0,9.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1800,21.0,1.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1801,21.0,1.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1802,21.0,1.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1803,21.0,1.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1804,21.0,1.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1805,21.0,1.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1806,21.0,1.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1807,21.0,1.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1808,21.0,1.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1809,21.0,1.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1810,21.0,2.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1811,21.0,2.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1812,21.0,2.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1813,21.0,2.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1814,21.0,2.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1815,21.0,2.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1816,21.0,2.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1817,21.0,2.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1818,21.0,2.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1819,21.0,2.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1820,21.0,3.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1821,21.0,3.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1822,21.0,3.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1823,21.0,3.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1824,21.0,3.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1825,21.0,3.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1826,21.0,3.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1827,21.0,3.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1828,21.0,3.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1829,21.0,3.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1830,21.0,4.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1831,21.0,4.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1832,21.0,4.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1833,21.0,4.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1834,21.0,4.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1835,21.0,4.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1836,21.0,4.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1837,21.0,4.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1838,21.0,4.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1839,21.0,4.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1840,21.0,5.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1841,21.0,5.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1842,21.0,5.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1843,21.0,5.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1844,21.0,5.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1845,21.0,5.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1846,21.0,5.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1847,21.0,5.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1848,21.0,5.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1849,21.0,5.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1850,21.0,6.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1851,21.0,6.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1852,21.0,6.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1853,21.0,6.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1854,21.0,6.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1855,21.0,6.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1856,21.0,6.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,2
1857,21.0,6.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1858,21.0,6.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1859,21.0,6.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1860,21.0,7.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1861,21.0,7.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1862,21.0,7.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1863,21.0,7.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,2
1864,21.0,7.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1865,21.0,7.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,2
1866,21.0,7.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1867,21.0,7.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,2
1868,21.0,7.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,2
1869,21.0,7.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1870,21.0,8.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,2
1871,21.0,8.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,2
1872,21.0,8.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,2
1873,21.0,8.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1874,21.0,8.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,2
1875,21.0,8.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1876,21.0,8.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1877,21.0,8.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1878,21.0,8.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1879,21.0,8.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,2
1880,21.0,9.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,2
1881,21.0,9.0,2,0.0,InternVL2.5-38B,Chain of Thought 0,2
1882,21.0,9.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,2
1883,21.0,9.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,2
1884,21.0,9.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,2
1885,21.0,9.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,2
1886,21.0,9.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,2
1887,21.0,9.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,2
1888,21.0,9.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,2
1889,21.0,9.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,2
1890,22.0,1.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,3
1891,22.0,1.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,3
1892,22.0,1.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,3
1893,22.0,1.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,3
1894,22.0,1.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,3
1895,22.0,1.0,6,1.0,InternVL2.5-38B,Chain of Thought 0,3
1896,22.0,1.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,3
1897,22.0,1.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,3
1898,22.0,1.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,3
1899,22.0,1.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,3
1900,22.0,2.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,3
1901,22.0,2.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,3
1902,22.0,2.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,3
1903,22.0,2.0,4,0.0,InternVL2.5-38B,Chain of Thought 0,3
1904,22.0,2.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,3
1905,22.0,2.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,3
1906,22.0,2.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,3
1907,22.0,2.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,3
1908,22.0,2.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,3
1909,22.0,2.0,10,0.0,InternVL2.5-38B,Chain of Thought 0,3
1910,22.0,3.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,3
1911,22.0,3.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,3
1912,22.0,3.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,3
1913,22.0,3.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,3
1914,22.0,3.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,3
1915,22.0,3.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,3
1916,22.0,3.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,3
1917,22.0,3.0,8,0.0,InternVL2.5-38B,Chain of Thought 0,3
1918,22.0,3.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,3
1919,22.0,3.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,3
1920,22.0,4.0,1,0.0,InternVL2.5-38B,Chain of Thought 0,3
1921,22.0,4.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,3
1922,22.0,4.0,3,1.0,InternVL2.5-38B,Chain of Thought 0,3
1923,22.0,4.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,3
1924,22.0,4.0,5,0.0,InternVL2.5-38B,Chain of Thought 0,3
1925,22.0,4.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,3
1926,22.0,4.0,7,1.0,InternVL2.5-38B,Chain of Thought 0,3
1927,22.0,4.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,3
1928,22.0,4.0,9,0.0,InternVL2.5-38B,Chain of Thought 0,3
1929,22.0,4.0,10,1.0,InternVL2.5-38B,Chain of Thought 0,3
1930,22.0,5.0,1,1.0,InternVL2.5-38B,Chain of Thought 0,3
1931,22.0,5.0,2,1.0,InternVL2.5-38B,Chain of Thought 0,3
1932,22.0,5.0,3,0.0,InternVL2.5-38B,Chain of Thought 0,3
1933,22.0,5.0,4,1.0,InternVL2.5-38B,Chain of Thought 0,3
1934,22.0,5.0,5,1.0,InternVL2.5-38B,Chain of Thought 0,3
1935,22.0,5.0,6,0.0,InternVL2.5-38B,Chain of Thought 0,3
1936,22.0,5.0,7,0.0,InternVL2.5-38B,Chain of Thought 0,3
1937,22.0,5.0,8,1.0,InternVL2.5-38B,Chain of Thought 0,3
1938,22.0,5.0,9,1.0,InternVL2.5-38B,Chain of Thought 0,3
